id,user_id,meal_type,total_calories,total_protein,total_carbs,total_fat,satisfaction,created_at
b6eba7ac-f35f-430c-9b8e-951a486f8be9,b3ae7811-7bf7-4ef6-95e2-e4b790456bd5,snack,517,31.8,24.5,5.6,medium,2025-04-19T00:01:14.239126
f41de09a-a62d-438b-8697-3d6e575d2896,f58490b8-77ef-4117-9404-76b74903c0bf,lunch,764,27.4,56.2,14.7,medium,2025-04-20T00:01:14.239133
85c026e1-d95c-437d-bc93-e67d19c31da7,f58490b8-77ef-4117-9404-76b74903c0bf,snack,253,9.7,69.5,28.5,high,2025-04-18T00:01:14.239140
501fd336-46a5-46e9-8436-36d1935d62a9,f58490b8-77ef-4117-9404-76b74903c0bf,snack,574,23.2,53.1,16.7,medium,2025-04-10T00:01:14.239146
459fc00f-268b-4615-8a53-166e0be72cb1,f58490b8-77ef-4117-9404-76b74903c0bf,lunch,690,24.8,76.2,14.0,high,2025-04-15T00:01:14.239153
a657eac0-d380-4ec6-8808-116c24d61bbd,f58490b8-77ef-4117-9404-76b74903c0bf,breakfast,512,25.1,49.0,13.5,medium,2025-03-29T00:01:14.239160
cbde26d9-0959-43e2-9ef1-e98cd489f81e,9837663d-be1b-4eef-b208-7db7cfd2f91f,lunch,803,27.9,37.4,11.7,medium,2025-04-23T00:01:14.239167
7e3ea7cf-a819-42d1-9c51-7ac7003aac63,9837663d-be1b-4eef-b208-7db7cfd2f91f,breakfast,412,21.3,50.9,14.0,medium,2025-04-21T00:01:14.239175
fba701ad-3105-4f5d-a5fc-ba2e906243a1,9837663d-be1b-4eef-b208-7db7cfd2f91f,breakfast,584,8.5,56.9,10.0,low,2025-04-07T00:01:14.239181
22dbc80b-28ab-4006-994a-cdda84580c78,9837663d-be1b-4eef-b208-7db7cfd2f91f,dinner,425,30.2,20.2,19.8,medium,2025-03-25T00:01:14.239189
4d97afd7-cdf8-430a-9c91-105750a14d9c,ec48b33f-01ea-4ddc-92df-8c2d3cd25136,dinner,804,25.0,82.6,18.1,medium,2025-03-25T00:01:14.239196
463ea8ed-7d4c-4dcf-b6ca-e86087b5a340,ec48b33f-01ea-4ddc-92df-8c2d3cd25136,lunch,515,38.4,54.1,8.9,high,2025-04-08T00:01:14.239203
75e56af8-0b0b-4a7f-a9c6-a58bd70af49f,ec48b33f-01ea-4ddc-92df-8c2d3cd25136,dinner,359,8.9,99.9,10.2,medium,2025-04-05T00:01:14.239210
b7eaabaa-a2a6-443e-80e1-3312dfe947ca,ec48b33f-01ea-4ddc-92df-8c2d3cd25136,dinner,399,14.3,63.0,10.9,high,2025-03-27T00:01:14.239217
91c5d449-ad85-4084-b8e2-29b439f3a472,01f17641-51a6-4b37-87ab-66b83f95ef82,lunch,233,12.3,36.9,13.4,medium,2025-03-30T00:01:14.239224
b698a465-3a35-4739-bb7e-6aa604a145b3,01f17641-51a6-4b37-87ab-66b83f95ef82,lunch,838,8.4,64.9,13.3,high,2025-04-19T00:01:14.239231
aafdbe23-498c-4cd6-a88d-55c4167ec34a,01f17641-51a6-4b37-87ab-66b83f95ef82,snack,419,21.8,42.1,20.9,high,2025-04-03T00:01:14.239238
582d0e6c-df94-445e-a229-4dca5d9991ca,01f17641-51a6-4b37-87ab-66b83f95ef82,dinner,854,18.2,40.9,12.1,high,2025-03-24T00:01:14.239245
13985d7a-d033-4df5-87ff-56be827f1695,01f17641-51a6-4b37-87ab-66b83f95ef82,breakfast,204,17.5,76.1,27.1,low,2025-04-08T00:01:14.239252
83cc3316-5f75-4f15-ae2a-90e9c82dc1a9,3dea75f0-ac71-4516-a18c-4926dcc905a7,snack,824,38.1,54.2,9.5,low,2025-04-01T00:01:14.239259
9c03e332-244e-4d93-a838-2c57f52a3e6b,3dea75f0-ac71-4516-a18c-4926dcc905a7,breakfast,478,8.9,99.5,25.7,low,2025-03-28T00:01:14.239265
123217fd-1796-4496-9061-1a8230a09ae3,3dea75f0-ac71-4516-a18c-4926dcc905a7,breakfast,275,26.3,64.8,11.6,medium,2025-04-22T00:01:14.239271
e4c87fe1-8048-4174-8558-728c41c983b3,3dea75f0-ac71-4516-a18c-4926dcc905a7,snack,866,19.8,40.0,11.5,low,2025-04-02T00:01:14.239279
a091529a-f52b-49e7-8ae4-18f5491afc82,c87dd81f-c289-4762-8628-24473c4c57d4,snack,855,7.3,47.1,13.4,medium,2025-03-25T00:01:14.239287
e13a4be8-078e-4ff2-bd0c-5902acba4b31,c87dd81f-c289-4762-8628-24473c4c57d4,dinner,209,35.6,46.0,29.7,low,2025-04-03T00:01:14.239294
3fea6fc4-ef13-4ece-bf9c-7bfc07c6d916,c87dd81f-c289-4762-8628-24473c4c57d4,lunch,491,21.7,32.6,7.5,low,2025-04-10T00:01:14.239301
c091fe86-3e7d-41c3-a529-397a55320897,c87dd81f-c289-4762-8628-24473c4c57d4,dinner,291,35.0,63.5,12.9,medium,2025-04-22T00:01:14.239307
bb42282e-1d43-4d7b-b5a0-4de64a127d1f,c87dd81f-c289-4762-8628-24473c4c57d4,lunch,722,7.5,96.5,15.6,low,2025-04-20T00:01:14.239314
26d025a0-f4c6-4ff6-9d9b-42714c50bdde,c87dd81f-c289-4762-8628-24473c4c57d4,dinner,200,16.9,52.8,27.6,low,2025-04-21T00:01:14.239320
3f5cdc06-bc6e-43fe-82fc-f84e4ee21a35,b3e5527b-b7d4-425f-b703-2db1f85b04ca,breakfast,346,13.3,94.1,24.0,low,2025-04-23T00:01:14.239328
7f256fd4-8f56-4778-ad8b-ba8b7199f8a9,b3e5527b-b7d4-425f-b703-2db1f85b04ca,snack,446,26.9,69.9,27.3,medium,2025-04-07T00:01:14.239335
99c0fff0-672c-4d5c-a1a4-e5a86589ab89,b3e5527b-b7d4-425f-b703-2db1f85b04ca,lunch,467,29.4,55.6,18.0,high,2025-04-03T00:01:14.239341
a512bb4e-2fef-4f00-8d4a-15c22f51cac5,b3e5527b-b7d4-425f-b703-2db1f85b04ca,snack,549,15.0,66.7,23.2,high,2025-04-17T00:01:14.239348
23cff8eb-c8b4-461b-b896-010cfcd08e5c,b3e5527b-b7d4-425f-b703-2db1f85b04ca,breakfast,811,32.1,66.1,10.2,medium,2025-04-20T00:01:14.239354
c0d53c09-559f-4b41-b72a-3b6b28e08d12,b3e5527b-b7d4-425f-b703-2db1f85b04ca,breakfast,546,14.5,32.7,26.2,low,2025-04-21T00:01:14.239361
4a8a8889-9f52-4a62-a875-77029bbb6014,39c2fd1e-6934-4396-afda-94f15d8f9dd9,lunch,777,16.6,83.9,21.1,medium,2025-04-05T00:01:14.239368
64b3441e-da10-4505-8306-db5f5f3c3f64,39c2fd1e-6934-4396-afda-94f15d8f9dd9,lunch,754,13.4,26.2,27.9,medium,2025-04-05T00:01:14.239375
37f70577-9d5b-4b3e-9460-0cf28bbc6904,39c2fd1e-6934-4396-afda-94f15d8f9dd9,lunch,267,21.7,30.9,15.6,high,2025-04-08T00:01:14.239381
beac605f-36bf-4d17-b086-5020f67f7ae9,39c2fd1e-6934-4396-afda-94f15d8f9dd9,snack,529,26.4,57.2,9.6,low,2025-03-27T00:01:14.239388
e4fd58b9-ac09-443d-b4c1-bf7a66a5693f,10929d97-f84c-4502-b01c-88fea102b3f6,dinner,671,13.2,22.6,6.2,medium,2025-04-12T00:01:14.239396
e1ab7d12-bcb9-4d96-99fa-008455c3226a,10929d97-f84c-4502-b01c-88fea102b3f6,dinner,857,15.1,64.0,16.9,high,2025-03-27T00:01:14.239403
db0574ab-3d10-4d32-9757-c07bddfc1bac,10929d97-f84c-4502-b01c-88fea102b3f6,lunch,623,27.6,87.6,23.8,medium,2025-03-31T00:01:14.239410
87aa9499-ed24-4077-9ecf-453e1540e254,10929d97-f84c-4502-b01c-88fea102b3f6,breakfast,824,31.3,52.8,9.7,low,2025-04-23T00:01:14.239416
906a47ed-9984-4089-a9c0-5b42ee919445,9977011b-3c52-44a6-95b4-e2c1870d7479,snack,702,18.2,80.7,28.5,high,2025-03-25T00:01:14.239423
249c217e-6816-4fcf-a4aa-725e9a3f653e,9977011b-3c52-44a6-95b4-e2c1870d7479,lunch,595,11.5,70.4,6.1,medium,2025-04-13T00:01:14.239431
0f178b6c-99a6-4aac-aa0e-f6f1569c91a3,9977011b-3c52-44a6-95b4-e2c1870d7479,lunch,786,5.9,87.0,14.9,high,2025-04-06T00:01:14.239437
c49430c8-ecbe-4094-9b03-d008473cc133,9977011b-3c52-44a6-95b4-e2c1870d7479,snack,783,12.0,86.7,11.3,high,2025-03-29T00:01:14.239444
fca2cb0d-59b9-4097-a99f-590d7d7a1c36,9977011b-3c52-44a6-95b4-e2c1870d7479,lunch,215,15.8,91.4,12.1,medium,2025-04-09T00:01:14.239451
fdccd075-962a-4267-9e55-3eeed974c95e,9977011b-3c52-44a6-95b4-e2c1870d7479,snack,886,32.3,77.0,19.9,low,2025-04-13T00:01:14.239457
d4a2a81d-3109-41c5-88ef-19ba61ed851e,19dd1cb9-17c9-4338-9b7e-e613da4be710,lunch,648,31.6,25.5,27.2,medium,2025-03-24T00:01:14.239466
4fa99e66-be51-446d-aa36-00ba3d5de985,19dd1cb9-17c9-4338-9b7e-e613da4be710,dinner,668,8.3,47.2,18.1,medium,2025-04-16T00:01:14.239473
3328536d-b826-48a8-af18-8db864b4e9bc,19dd1cb9-17c9-4338-9b7e-e613da4be710,breakfast,721,14.1,81.9,24.1,low,2025-04-15T00:01:14.239480
87bf3aa3-8a9a-4b85-b9ea-a5da24079807,19dd1cb9-17c9-4338-9b7e-e613da4be710,dinner,778,17.1,53.6,15.0,medium,2025-03-28T00:01:14.239486
dd28995a-b15c-4ac5-87d4-20b4b19d9046,19dd1cb9-17c9-4338-9b7e-e613da4be710,lunch,283,6.9,43.3,11.7,high,2025-03-31T00:01:14.239493
1b05efdd-b69d-4a54-aa04-9f4732d1b8bd,19dd1cb9-17c9-4338-9b7e-e613da4be710,lunch,223,30.9,84.7,29.2,high,2025-04-04T00:01:14.239500
a3e91905-9d8f-4980-bebe-57e24a0fb62d,0c66b2ba-7ae2-41af-ba64-e901b3c0a12f,snack,223,26.1,94.8,19.3,medium,2025-04-13T00:01:14.239508
1a9bda3b-ad5c-4026-8018-ea734cba55d9,0c66b2ba-7ae2-41af-ba64-e901b3c0a12f,lunch,591,36.7,68.1,11.4,low,2025-03-30T00:01:14.239516
ed7c4085-e7db-4147-80b7-d1aafe40c26f,0c66b2ba-7ae2-41af-ba64-e901b3c0a12f,snack,327,34.3,35.1,11.3,medium,2025-04-06T00:01:14.239523
6859c840-6fe2-4147-b41a-df2cc8f5491c,0c66b2ba-7ae2-41af-ba64-e901b3c0a12f,lunch,696,16.2,25.6,29.9,high,2025-04-11T00:01:14.239530
10efb76b-f536-462b-88d6-871c338f227f,0c66b2ba-7ae2-41af-ba64-e901b3c0a12f,snack,837,30.5,28.4,22.3,medium,2025-04-14T00:01:14.239536
70d682a1-aeb2-4836-b7a1-5ffc75a5001f,0c66b2ba-7ae2-41af-ba64-e901b3c0a12f,snack,281,15.4,53.2,18.5,medium,2025-04-07T00:01:14.239543
3d9c71d2-659c-45a6-a23d-2c860d028ebc,d924b34d-fbdb-47db-95d8-0b63b15841c3,breakfast,746,13.5,73.4,22.2,high,2025-04-23T00:01:14.239550
98e2af3a-f995-46a1-b961-feba587231fb,d924b34d-fbdb-47db-95d8-0b63b15841c3,lunch,657,39.2,74.0,8.5,medium,2025-03-26T00:01:14.239557
cdae21fe-297a-48d0-98e5-8d92f840a202,d924b34d-fbdb-47db-95d8-0b63b15841c3,dinner,289,8.2,99.5,27.2,medium,2025-03-30T00:01:14.239563
23eacdeb-3402-4fb0-8f37-bde9262a0123,d924b34d-fbdb-47db-95d8-0b63b15841c3,snack,497,31.7,72.2,19.9,high,2025-04-03T00:01:14.239570
ffb4ce52-646c-4635-94ea-f624482c48e4,d924b34d-fbdb-47db-95d8-0b63b15841c3,breakfast,665,39.0,24.2,14.1,medium,2025-03-29T00:01:14.239576
52abd167-3d67-4820-8552-38a6e3ed2d0b,9993be0f-d57c-453d-bc24-95324140bab3,snack,309,13.4,51.4,28.7,low,2025-04-09T00:01:14.239583
5041ce42-534c-4b7f-a56c-a21cbb9f956d,9993be0f-d57c-453d-bc24-95324140bab3,breakfast,378,17.9,27.4,19.7,medium,2025-04-03T00:01:14.239590
14d1d0cd-2b9b-4c08-b578-612191b319c8,9993be0f-d57c-453d-bc24-95324140bab3,dinner,310,23.3,83.5,18.3,high,2025-04-13T00:01:14.239596
2c73915a-a24b-47da-809b-03b3e1175965,9993be0f-d57c-453d-bc24-95324140bab3,lunch,562,31.7,86.5,22.4,high,2025-03-29T00:01:14.239603
1bb171e4-d5dd-4c56-91a5-339bb65b9a5f,9993be0f-d57c-453d-bc24-95324140bab3,dinner,546,37.6,38.7,27.3,low,2025-04-22T00:01:14.239609
1502cc8f-1f49-4d71-9686-748bc9ab8dd1,9993be0f-d57c-453d-bc24-95324140bab3,lunch,830,8.8,56.0,27.6,high,2025-04-06T00:01:14.239616
e0c2479f-cfe3-4a71-8593-f25dff2ef2cb,e463ef45-e35b-4802-a68f-3a08ec1e2f47,snack,862,24.9,74.9,17.6,high,2025-04-01T00:01:14.239623
7bf93185-f49b-4d72-8925-c73124bef580,e463ef45-e35b-4802-a68f-3a08ec1e2f47,snack,349,36.4,65.1,20.9,low,2025-04-19T00:01:14.239630
bbe644a1-c4da-4560-a1c3-c32aacab107a,e463ef45-e35b-4802-a68f-3a08ec1e2f47,lunch,709,9.2,95.6,7.6,high,2025-04-18T00:01:14.239637
3440c3b9-12ae-442d-8786-476731c20ec2,e463ef45-e35b-4802-a68f-3a08ec1e2f47,snack,439,37.8,55.4,23.4,medium,2025-04-08T00:01:14.239644
c520eb0a-489d-4780-acb9-d60204f1f9a3,e463ef45-e35b-4802-a68f-3a08ec1e2f47,lunch,546,36.3,80.7,13.3,low,2025-04-16T00:01:14.239651
f63740e1-795d-47de-8ebc-ec2026336f8c,1106aff2-dcfd-4b4b-ab3b-fca33dd528fb,snack,706,5.8,25.3,28.8,high,2025-04-01T00:01:14.239658
01b1ba89-2eae-498a-a3db-693beee71730,1106aff2-dcfd-4b4b-ab3b-fca33dd528fb,snack,626,17.1,83.4,24.4,low,2025-03-28T00:01:14.239664
1abee10a-93da-4c6d-a7a2-85a4391938ea,1106aff2-dcfd-4b4b-ab3b-fca33dd528fb,dinner,671,30.4,83.0,6.1,medium,2025-04-19T00:01:14.239671
08fc16c3-998b-4a6d-b63c-b50a6db98371,525de8f8-a69b-4ee7-b308-6d14692c4189,breakfast,657,15.6,76.3,22.1,high,2025-03-24T00:01:14.239678
3f0f8fd7-557d-4390-b99e-837b867331a0,525de8f8-a69b-4ee7-b308-6d14692c4189,breakfast,809,33.2,40.9,5.0,medium,2025-04-19T00:01:14.239685
7b76dc4b-f3d8-4b52-a76b-a72dbc59d580,525de8f8-a69b-4ee7-b308-6d14692c4189,dinner,751,36.9,84.6,9.4,high,2025-04-10T00:01:14.239691
16c4c976-3d6a-40ff-a18c-0322f6c9df6d,199d3502-e740-4972-9416-7d1347f5e624,snack,557,11.8,74.0,18.8,low,2025-04-16T00:01:14.239699
cf0692a6-0ebd-4da3-8309-fbce89761b3a,199d3502-e740-4972-9416-7d1347f5e624,snack,515,32.7,78.2,13.3,high,2025-04-17T00:01:14.239705
fd0dd473-ded4-4ea2-9724-37b645046d4a,199d3502-e740-4972-9416-7d1347f5e624,lunch,715,31.4,87.2,28.5,high,2025-04-03T00:01:14.239712
3e1841bd-6151-436a-b13a-966861df6e30,cbec6208-5ffe-427f-93a3-bbff974a1d20,dinner,514,28.0,78.8,13.9,low,2025-03-27T00:01:14.239719
8f49a4ce-f0e0-4de6-ba0c-5a44bcd1ba5a,cbec6208-5ffe-427f-93a3-bbff974a1d20,snack,875,19.6,60.6,25.3,low,2025-04-17T00:01:14.239726
2cc113e4-8b07-4996-a702-7f152b425e8f,cbec6208-5ffe-427f-93a3-bbff974a1d20,snack,516,27.4,44.6,18.6,low,2025-03-29T00:01:14.239734
6d8f6699-2739-442f-926a-4a9df4e978b5,1ca6a357-45c5-4f10-ada3-959792bba991,snack,898,34.2,82.0,21.5,low,2025-04-10T00:01:14.239742
43adc274-11d5-435a-a051-24dbabf9bc2d,1ca6a357-45c5-4f10-ada3-959792bba991,lunch,524,25.9,87.1,11.0,low,2025-04-16T00:01:14.239749
45ab5f06-db9c-4742-bdcd-8d29db87028d,1ca6a357-45c5-4f10-ada3-959792bba991,breakfast,865,35.7,53.8,8.5,medium,2025-03-24T00:01:14.239755
af7f0a9a-f77c-4693-ba1f-2c129c71d635,1ca6a357-45c5-4f10-ada3-959792bba991,lunch,306,12.0,54.6,25.5,high,2025-04-18T00:01:14.239763
61ec6320-8644-4a34-9edb-89a2548ded69,1ca6a357-45c5-4f10-ada3-959792bba991,lunch,731,14.7,42.9,9.1,low,2025-04-20T00:01:14.239769
892e1803-40ea-4c8c-b3dc-1c66dc69e185,1ca6a357-45c5-4f10-ada3-959792bba991,breakfast,622,32.7,79.0,9.7,medium,2025-03-31T00:01:14.239775
00c8a02c-77e4-4f8d-83d6-c94a3532dd40,3fdaa258-52e6-4edb-b1d4-d77c4c670bea,lunch,820,13.3,38.5,26.7,medium,2025-04-05T00:01:14.239784
7cde9ee9-124a-46e8-9dc4-d685608d0be9,3fdaa258-52e6-4edb-b1d4-d77c4c670bea,lunch,810,22.1,55.4,13.7,high,2025-04-02T00:01:14.239790
9915e6e3-5001-49d3-9db5-2284a31d0970,3fdaa258-52e6-4edb-b1d4-d77c4c670bea,breakfast,811,19.5,28.8,27.7,high,2025-04-12T00:01:14.239797
21eb3c1e-182e-4ed4-bd67-8c6ca541070c,3fdaa258-52e6-4edb-b1d4-d77c4c670bea,lunch,328,27.9,40.9,27.9,low,2025-03-26T00:01:14.239803
5292183c-5555-49dc-be2c-83625b1d624c,366eabdc-f220-4cc1-a600-04a6163e63f1,dinner,541,17.0,83.1,29.4,low,2025-04-02T00:01:14.239811
d4c719fd-e1b1-481f-b657-9e392cef338a,366eabdc-f220-4cc1-a600-04a6163e63f1,snack,891,20.2,28.3,5.6,low,2025-04-09T00:01:14.239817
eb802045-c04f-4b75-bd97-adfe22b803a2,366eabdc-f220-4cc1-a600-04a6163e63f1,lunch,324,9.9,26.6,8.3,low,2025-04-13T00:01:14.239823
bfe5dd05-c9e3-49fb-a0a2-8abb1d085db1,366eabdc-f220-4cc1-a600-04a6163e63f1,dinner,640,16.2,39.3,22.5,high,2025-04-23T00:01:14.239831
05719d82-74cb-4597-99b8-ddab8f8b99f3,366eabdc-f220-4cc1-a600-04a6163e63f1,lunch,262,25.6,93.2,21.7,low,2025-04-17T00:01:14.239837
9c0ea31a-6f29-4388-9ed4-0e92cb076c7e,366eabdc-f220-4cc1-a600-04a6163e63f1,dinner,539,32.2,33.6,27.1,low,2025-04-10T00:01:14.239845
6c0540cf-f348-4680-9736-165f619f3e51,460da4d3-64f7-404d-91f7-ec93f7830dd4,breakfast,723,19.2,59.4,24.3,low,2025-04-09T00:01:14.239852
ab9bac08-da55-4ddc-9242-cb126044886c,460da4d3-64f7-404d-91f7-ec93f7830dd4,snack,213,17.7,32.2,22.3,medium,2025-03-27T00:01:14.239859
59d41075-9361-4c78-a4c5-d523e5cde5a8,460da4d3-64f7-404d-91f7-ec93f7830dd4,dinner,281,17.1,26.9,23.8,low,2025-04-21T00:01:14.239865
94a1e5d1-d243-4fd1-b0a7-61fb7ff2811f,460da4d3-64f7-404d-91f7-ec93f7830dd4,breakfast,857,5.0,97.9,26.2,low,2025-04-18T00:01:14.239872
2ac8b835-79f7-4d78-afd8-9f57790b6baa,460da4d3-64f7-404d-91f7-ec93f7830dd4,breakfast,658,37.7,89.8,17.5,low,2025-04-14T00:01:14.239878
25836004-bd53-4ef8-82a7-6c75d1634c19,460da4d3-64f7-404d-91f7-ec93f7830dd4,breakfast,888,34.1,79.0,12.8,low,2025-04-21T00:01:14.239884
95c614f0-6e02-4f2b-a7b1-6131c3c47342,f16ec8e7-43be-4bb5-945b-0b0bc2fb4ac3,dinner,367,11.9,70.4,25.8,high,2025-04-21T00:01:14.239891
90589a0b-0ee9-453b-97d8-70b74b7260e4,f16ec8e7-43be-4bb5-945b-0b0bc2fb4ac3,dinner,665,38.7,85.9,11.1,high,2025-03-29T00:01:14.239898
1c673e79-9262-4bc1-ab6b-dab17ef267c3,f16ec8e7-43be-4bb5-945b-0b0bc2fb4ac3,breakfast,368,22.8,67.3,7.6,low,2025-03-29T00:01:14.239904
5c5a0e96-42d1-43ad-a721-2044aca65e4e,f16ec8e7-43be-4bb5-945b-0b0bc2fb4ac3,lunch,561,14.9,50.2,11.9,medium,2025-04-05T00:01:14.239910
d6fb34ac-3dc4-46f0-ba1b-95bc642f73c3,f16ec8e7-43be-4bb5-945b-0b0bc2fb4ac3,lunch,504,27.0,88.0,7.2,low,2025-04-08T00:01:14.239918
92f92190-82a2-4861-bcc7-19925cfc716e,f16ec8e7-43be-4bb5-945b-0b0bc2fb4ac3,lunch,784,26.5,38.5,26.7,high,2025-04-10T00:01:14.239924
b949b573-3238-4519-8f0e-5d2561f69978,200a640f-c6eb-40c7-8a07-fcf122d39584,snack,652,22.3,22.5,9.1,high,2025-04-18T00:01:14.239932
f7771ec1-73f6-482c-b5c6-709e0bc835af,200a640f-c6eb-40c7-8a07-fcf122d39584,snack,531,6.6,31.2,19.7,low,2025-04-15T00:01:14.239938
72ab2400-b58b-48cd-a01f-3039f3c2523b,200a640f-c6eb-40c7-8a07-fcf122d39584,dinner,778,27.3,88.2,15.9,medium,2025-04-15T00:01:14.239945
5183fd38-a750-4849-9c53-b6c527a68663,200a640f-c6eb-40c7-8a07-fcf122d39584,lunch,680,34.6,76.7,23.8,high,2025-03-31T00:01:14.239953
4169ea52-f003-441f-b9da-42b420dae4e9,200a640f-c6eb-40c7-8a07-fcf122d39584,snack,240,9.6,81.4,10.6,high,2025-04-09T00:01:14.239960
c0fb83d6-4f04-4434-880e-5f115d9e10d0,200a640f-c6eb-40c7-8a07-fcf122d39584,dinner,830,32.4,50.8,29.6,low,2025-04-13T00:01:14.239966
354f0291-66df-4da3-a3e5-2a042d73ef07,f856b89d-5dea-4e46-b5fb-2c5729f32931,snack,370,38.3,66.7,13.9,high,2025-03-31T00:01:14.239973
cc52fdcb-6739-4d74-b07c-c04aaf31b9eb,f856b89d-5dea-4e46-b5fb-2c5729f32931,lunch,507,28.4,28.1,13.5,medium,2025-03-25T00:01:14.239980
d68cf781-37fe-4e07-83b9-b787756f97cd,f856b89d-5dea-4e46-b5fb-2c5729f32931,snack,461,32.5,64.2,16.1,high,2025-03-29T00:01:14.239987
3a3a1de5-dffc-45a4-b451-8b94211fe54b,f856b89d-5dea-4e46-b5fb-2c5729f32931,breakfast,470,31.8,48.2,20.8,high,2025-04-21T00:01:14.239993
a530776d-62c3-4a6f-b0ec-1fe4cf2bb1b1,f856b89d-5dea-4e46-b5fb-2c5729f32931,breakfast,573,19.9,77.7,27.2,high,2025-04-13T00:01:14.240000
3c3d88fe-0c19-47d6-a0e2-2ace271b9d71,f856b89d-5dea-4e46-b5fb-2c5729f32931,lunch,437,29.6,73.7,7.1,high,2025-03-29T00:01:14.240008
db648339-901a-4cd3-92e7-aeb98bec1a06,d620b2fb-7feb-4632-98ee-a3f30f872c39,lunch,217,28.0,67.0,11.5,medium,2025-04-03T00:01:14.240015
c0a8d271-7826-477b-a56d-6dbedffc194c,d620b2fb-7feb-4632-98ee-a3f30f872c39,lunch,894,29.1,84.0,13.5,low,2025-04-16T00:01:14.240021
53f08b66-0e34-4f87-8d26-c97c3189064c,d620b2fb-7feb-4632-98ee-a3f30f872c39,snack,896,28.5,78.9,8.4,high,2025-04-09T00:01:14.240027
5db49f62-c702-4816-a6d4-54e3a44eb525,259ef6d9-c3ea-4734-8d05-991186ab17f5,dinner,811,15.5,67.6,5.1,high,2025-04-09T00:01:14.240034
52e4ddd0-b801-49bf-81b5-532fa8dde80a,259ef6d9-c3ea-4734-8d05-991186ab17f5,lunch,607,20.6,53.4,13.0,medium,2025-04-18T00:01:14.240041
a7a88d45-792a-469b-9990-770ea938d07e,259ef6d9-c3ea-4734-8d05-991186ab17f5,lunch,826,21.8,26.3,9.8,low,2025-04-21T00:01:14.240050
077d8317-31cf-40ee-a12b-592ab4245a71,259ef6d9-c3ea-4734-8d05-991186ab17f5,snack,793,24.3,95.1,22.1,high,2025-03-27T00:01:14.240057
c16c9f8f-063a-4fd7-9654-20fadf2054fb,259ef6d9-c3ea-4734-8d05-991186ab17f5,snack,889,27.4,42.2,22.4,medium,2025-04-07T00:01:14.240063
a71b998c-15d3-4984-b5ae-dec685fa6632,0956d572-4229-48bc-92a3-6c819769be19,breakfast,347,17.3,94.5,24.7,low,2025-03-28T00:01:14.240071
8fa6db03-d4d0-4ab2-984a-14b455377611,0956d572-4229-48bc-92a3-6c819769be19,breakfast,420,32.5,24.3,20.1,high,2025-04-13T00:01:14.240077
c6e48467-ec46-46ed-92fb-10e2cf2bb79f,0956d572-4229-48bc-92a3-6c819769be19,dinner,635,15.0,69.9,13.8,high,2025-04-21T00:01:14.240084
d643c72c-980c-451f-9676-eea8c0961db8,0956d572-4229-48bc-92a3-6c819769be19,snack,451,39.6,52.6,18.5,medium,2025-03-28T00:01:14.240091
1de443a1-f966-43a7-93c1-8afcce658c56,0956d572-4229-48bc-92a3-6c819769be19,dinner,868,30.6,73.8,25.0,high,2025-04-05T00:01:14.240097
fc0e1324-4721-412c-ab5b-0b7af1f8bb19,a24734e2-845c-416b-af60-f709d7283f72,breakfast,790,14.9,75.5,28.4,low,2025-04-14T00:01:14.240105
69874434-4f83-4d2c-8a3d-26b64df82bf8,a24734e2-845c-416b-af60-f709d7283f72,breakfast,232,30.3,31.7,18.2,medium,2025-04-15T00:01:14.240112
db7af2b3-16a2-4e80-9de9-8d21273c8e1c,a24734e2-845c-416b-af60-f709d7283f72,dinner,757,15.9,67.8,15.7,low,2025-04-09T00:01:14.240118
d13cbfbe-8643-4b6c-b299-2c1a67dfc71f,a24734e2-845c-416b-af60-f709d7283f72,lunch,329,7.3,42.8,5.9,medium,2025-04-15T00:01:14.240125
20746936-08c7-4ed4-b667-477cf6b65fb3,a24734e2-845c-416b-af60-f709d7283f72,breakfast,445,26.9,26.0,16.1,low,2025-04-09T00:01:14.240132
a43471d2-7d19-4c70-a2b2-fb167dde34cf,a24734e2-845c-416b-af60-f709d7283f72,snack,470,17.8,68.9,6.9,medium,2025-04-16T00:01:14.240138
6f325af0-bbb6-4ea7-b895-34e93077f206,dcb38bc0-784f-4f40-b89f-80dcbc0901f7,breakfast,878,5.6,42.5,19.2,medium,2025-04-20T00:01:14.240145
d0b01fbb-571f-4a08-9a8f-6ae2e9f4c52d,dcb38bc0-784f-4f40-b89f-80dcbc0901f7,lunch,473,36.3,88.4,28.9,high,2025-03-27T00:01:14.240151
a6d0758f-fbc2-4f15-ad3f-64c3306e64ca,dcb38bc0-784f-4f40-b89f-80dcbc0901f7,dinner,651,32.4,68.2,11.7,low,2025-03-24T00:01:14.240158
5d9da468-34cd-4423-83e9-76640c3e3726,dcb38bc0-784f-4f40-b89f-80dcbc0901f7,breakfast,560,9.8,76.3,28.7,low,2025-04-21T00:01:14.240165
ddde2183-d299-4026-a260-e9bf2b8965d2,dcb38bc0-784f-4f40-b89f-80dcbc0901f7,lunch,395,37.4,52.7,16.2,medium,2025-04-22T00:01:14.240171
cc61f3ce-553d-4eef-b7c7-c16d27bfa950,dcb38bc0-784f-4f40-b89f-80dcbc0901f7,breakfast,637,18.7,87.0,10.7,low,2025-03-31T00:01:14.240179
